PUESTO_TRABAJO,AREA,FECHA_INGRESO_PLANILLA,MOTIVO_SEPARACION,FECHA_CESE,SITUACION,COD_SEXO,ESTADO_CIVIL,FECHA_NACIMIENTO,SEGMENTO SIMPLE,TIPO_CASA,TIPO_INSTRUCCION,DISTRITO,PROVINCIA,DEPARTAMENTO,NÚMERO DE HIJOS
TECNICO DE MANTENIMIENTO - MULTIUSOS,MINSUR PUCAMARCA NUEVO - MANTENIMIENTO,45446,PERIODO PRUEBA,45505,CESADO,M,SOLTERO(A),36924,E&R,FAMILIAR,TÉCNICA COMPLETA,ILO,ILO,DPTO MOQUEGUA,0
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44438,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),35689,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
CHOFER,MARSA - MEDIO AMBIENTE,44448,RENUNCIA VOLUNTARIA,44757,CESADO,M,SOLTERO(A),32600,E&R,NO APLICABLE,TÉCNICA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE COCINA,EL BROCAL,44434,RENUNCIA VOLUNTARIA,44545,CESADO,M,SOLTERO(A),36868,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43497,RENUNCIA VOLUNTARIA,43905,CESADO,M,SOLTERO(A),35150,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,HOCHSCHILD - INMACULADA,44805,TERMINO DE CONTRATO,44986,CESADO,F,SOLTERO(A),32567,E&R,ALQUILADA,TÉCNICA COMPLETA,ANDAHUAYLILLAS,QUISPICANCHIS,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,44242,RENUNCIA VOLUNTARIA,44628,CESADO,M,SOLTERO(A),33257,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,MINSUR SAN RAFAEL NUEVO - HOTELERIA,44396,TERMINO DE CONTRATO,44531,CESADO,M,SOLTERO(A),36992,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MAESTRO DE COCINA,TAMBOMAYO - ALIMENTACION,38384,RENUNCIA VOLUNTARIA,44029,CESADO,M,SOLTERO(A),24167,E&R,NO APLICABLE,SUPERIOR INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,HOCHSCHILD - INMACULADA,42273,RENUNCIA VOLUNTARIA,44852,CESADO,M,SOLTERO(A),32099,E&R,NO APLICABLE,TÉCNICA COMPLETA,PAUSA,PAUCAR DEL SARA SARA,DPTO AYACUCHO,SIN INFORMACION
TECNICO DE MANTENIMIENTO - GASFITERO,MARSA - MANTENIMIENTO,44154,RENUNCIA VOLUNTARIA,44168,CESADO,M,SOLTERO(A),25553,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE LIMPIEZA,SHELL - FM,43403,TERMINO DE CONTRATO,44713,CESADO,F,SOLTERO(A),36805,E&R,NO APLICABLE,SECUNDARIA COMPLETA,PACHACAMAC,LIMA,DPTO LIMA,SIN INFORMACION
CAJERO,QUELLAVECO - HOTELERIA,43992,TERMINO DE CONTRATO,44256,CESADO,F,SOLTERO(A),31884,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR GENERAL,MARSA - ALIMENTACION,44769,TERMINO DE CONTRATO,44896,CESADO,M,SOLTERO(A),37070,E&R,PROPIA,SECUNDARIA COMPLETA,CHICLAYO,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
TECNICO DE MANTENIMIENTO - ELECTRICISTA,QUELLAVECO - MANTENIMIENTO,43976,RENUNCIA VOLUNTARIA,44013,CESADO,M,SOLTERO(A),32325,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
INSTRUCTOR DE DEPORTE,TAMBOMAYO - RECREACION,43368,TERMINO DE CONTRATO,43952,CESADO,F,SOLTERO(A),31547,E&R,NO APLICABLE,SECUND.  INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,CNPC PERU - LIMA,44690,RENUNCIA VOLUNTARIA,44781,CESADO,F,CASADO(A),24818,E&R,PROPIA,SECUNDARIA COMPLETA,CORACORA,PARINACOCHAS,DPTO AYACUCHO,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44016,RENUNCIA VOLUNTARIA,44533,CESADO,F,SOLTERO(A),33169,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - MULTIUSOS,ENEL GYD - MANTENIMIENTO,44490,TERMINO DE CONTRATO,44743,CESADO,M,SOLTERO(A),32562,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,45139,TERMINO DE CONTRATO,45474,CESADO,M,CASADO(A),35156,E&R,FAMILIAR,SIN EDUCACIÓN FORMAL,CAYMA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44438,RENUNCIA VOLUNTARIA,44504,CESADO,F,CASADO(A),33141,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ILO,ILO,DPTO MOQUEGUA,SIN INFORMACION
AUXILIAR GENERAL,TUNSHURUCO - ALIMENTACION,43807,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),34213,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE MANTENIMIENTO,PLUSPETROL L 56 - MANTENIMIENTO,44641,RENUNCIA VOLUNTARIA,44682,CESADO,M,SOLTERO(A),33425,E&R,ALQUILADA,TÉCNICA INCOMPLETA,SANTIAGO DE SURCO,LIMA,DPTO LIMA,0
MOZO,LA PODEROSA - STA MARIA,44664,RENUNCIA VOLUNTARIA,44682,CESADO,M,SOLTERO(A),36033,E&R,ALQUILADA,SECUNDARIA COMPLETA,CHICLAYO,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
AYUDANTE DE COCINA,COGA SELVA - ALIMENTACION,43731,TERMINO DE CONTRATO,44986,CESADO,M,SOLTERO(A),35987,E&R,NO APLICABLE,TÉCNICA COMPLETA,ECHARATE,LA CONVENCION,DPTO CUSCO,1
OPERADOR DE MEDIO AMBIENTE,PPN LOTE 8 - MANTENIMIENTO,42614,ART 34° DECRETO LEG 728°,45323,CESADO,M,SOLTERO(A),24435,E&R,NO APLICABLE,TÉCNICA COMPLETA,SAN JUAN BAUTISTA,MAYNAS,DPTO LORETO,SIN INFORMACION
PANADERO,OLEODUCTO - ALIMENTACION,40383,ART 34° DECRETO LEG 728°,44219,CESADO,M,CASADO(A),23336,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,UCHUCCHACUA - ALIMENTACION,43880,RENUNCIA VOLUNTARIA,44305,CESADO,M,SOLTERO(A),35037,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,QUELLAVECO - ALIMENTACION,44361,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),32748,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,QUELLAVECO - ALIMENTACION,44151,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),32728,E&R,NO APLICABLE,TÉCNICA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,SIN INFORMACION
AUXILIAR GENERAL,MILPO EL PORVENIR - HOTELERIA,43441,RENUNCIA VOLUNTARIA,44378,CESADO,M,SOLTERO(A),34212,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,SOUTHERN PERU - TOQUEPALA,44490,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),33805,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR GENERAL,CERRO LINDO - LIMPIEZA,43738,TERMINO DE CONTRATO,44196,CESADO,M,SOLTERO(A),24757,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44679,TERMINO DE CONTRATO,45139,CESADO,F,SOLTERO(A),33789,E&R,ALQUILADA,SECUNDARIA COMPLETA,CCATCA,QUISPICANCHIS,DPTO CUSCO,1
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,44918,RENUNCIA VOLUNTARIA,45008,CESADO,F,SOLTERO(A),37294,E&R,PROPIA,SECUNDARIA COMPLETA,MOROCOCHA,YAULI,DPTO JUNIN,SIN INFORMACION
AYUDANTE DE COCINA,VALE MISKI MAYO - ALIMENTACION,44274,TERMINO DE CONTRATO,44896,CESADO,M,SOLTERO(A),29073,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SANTO DOMINGO,MORROPON,DPTO PIURA,3
AYUDANTE DE COCINA,TUNSHURUCO - ALIMENTACION,45016,TERMINO DE CONTRATO,45261,CESADO,M,SOLTERO(A),36863,E&R,ALQUILADA,SECUNDARIA COMPLETA,IQUITOS,MAYNAS,DPTO LORETO,1
SUPERVISOR DE HS&E,VALE MISKI MAYO - ALIMENTACION,44091,RENUNCIA VOLUNTARIA,44245,CESADO,M,SOLTERO(A),30707,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,HUDBAY - ALIMENTACION,44821,PERIODO PRUEBA,44896,CESADO,F,SOLTERO(A),35645,E&R,PROPIA,TÉCNICA COMPLETA,AREQUIPA,AREQUIPA,DPTO AREQUIPA,0
AUXILIAR DE MEDIO AMBIENTE,MARSA - MEDIO AMBIENTE,43873,PERIODO PRUEBA,43891,CESADO,M,SOLTERO(A),34574,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43497,TERMINO DE CONTRATO,44743,CESADO,F,SOLTERO(A),33054,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,43859,PERIODO PRUEBA,43891,CESADO,M,CASADO(A),30995,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,SAN GABRIEL NUEVO - ALIMENTACION,45405,PERIODO PRUEBA,45457,CESADO,F,SOLTERO(A),35426,E&R,NO APLICABLE,TÉCNICA INCOMPLETA,MIRAFLORES,PELAYO,DPTO AREQUIPA,0
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,44126,RENUNCIA VOLUNTARIA,44505,CESADO,M,SOLTERO(A),35763,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CHONGOYAPE,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
AUXILIAR GENERAL,MARSA - ALIMENTACION,44112,RENUNCIA VOLUNTARIA,44470,CESADO,M,SOLTERO(A),35763,E&R,NO APLICABLE,SECUNDARIA COMPLETA,HUAYLLAHUARA,HUANCAVELICA,DPTO HUANCAVELICA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - OPERADOR DE PLANTA,SECHE AQQ - MANTENIMIENTO,44882,TERMINO DE CONTRATO,44958,CESADO,M,SOLTERO(A),29320,E&R,PROPIA,TÉCNICA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,SIN INFORMACION
RECEPCIONISTA,PAMPA MELCHORITA - ALIMENTACION,44330,PERIODO PRUEBA,44348,CESADO,F,DIVORCIADO(A),32792,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
COCINERO,SAXON MALVINAS - SATELITES,44629,RENUNCIA VOLUNTARIA,45047,CESADO,M,SOLTERO(A),31627,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN MARTIN DE PORRES,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE DE RECREACION,QUELLAVECO - ALIMENTACION,44445,TERMINO DE CONTRATO,45200,CESADO,M,SOLTERO(A),32683,E&R,NO APLICABLE,UNIVERS. COMPLETA,LIMA,LIMA,DPTO LIMA,2
MOZO,PAMPA MELCHORITA - ALIMENTACION,44278,PERIODO PRUEBA,44287,CESADO,M,SOLTERO(A),27433,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,VOTORANTIM METAIS - ALIMENTACION,44659,PERIODO PRUEBA,44682,CESADO,F,SOLTERO(A),34535,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,HOCHSCHILD - PALLANCATA,44691,TERMINO DE CONTRATO,45231,CESADO,M,SOLTERO(A),34961,E&R,ALQUILADA,TÉCNICA COMPLETA,ANCON,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,MARSA - ALMACEN CENTRAL,44820,PERIODO PRUEBA,44839,CESADO,M,CONVIVIENTE,32717,E&R,PROPIA,TÉCNICA COMPLETA,TRUJILLO,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
CHOFER,HOCHSCHILD - PALLANCATA,44040,TERMINO DE CONTRATO,44531,CESADO,M,CONVIVIENTE,25458,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN ANTONIO DE CACHI,ANDAHUAYLAS,DPTO APURIMAC,SIN INFORMACION
AUXILIAR DE LIMPIEZA,CNPC PERU - PIURA,44552,TERMINO DE CONTRATO,44642,CESADO,F,SOLTERO(A),36410,E&R,PROPIA,SECUNDARIA COMPLETA,EL ALTO,TALARA,DPTO PIURA,SIN INFORMACION
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,43978,TERMINO DE CONTRATO,44621,CESADO,F,SOLTERO(A),35176,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SANDIA,SANDIA,DPTO PUNO,SIN INFORMACION
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,43978,TERMINO DE CONTRATO,44075,CESADO,M,SOLTERO(A),34239,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AYUDANTE DE PANADERIA,PLUSPETROL L 88 - CATERING C6,44384,RENUNCIA VOLUNTARIA,44450,CESADO,M,SOLTERO(A),36676,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
VAJILLERO,VALE MISKI MAYO - ALIMENTACION,44638,PERIODO PRUEBA,44713,CESADO,M,SOLTERO(A),36982,E&R,PROPIA,SECUNDARIA COMPLETA,SECHURA,SECHURA,DPTO PIURA,SIN INFORMACION
TECNICO DE MANTENIMIENTO - CARPINTERO,VALE MISKI MAYO - MANTENIMIENTO,44487,PERIODO PRUEBA,44531,CESADO,M,SOLTERO(A),32627,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,VALE MISKI MAYO - ALIMENTACION,43525,TERMINO DE CONTRATO,43983,CESADO,F,SOLTERO(A),34536,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
AUXILIAR DE LIMPIEZA,VALE MISKI MAYO - HOTELERIA,44288,TERMINO DE CONTRATO,44621,CESADO,F,SOLTERO(A),34906,E&R,NO APLICABLE,SECUNDARIA COMPLETA,RINCONADA LLICUAR,SECHURA,DPTO PIURA,SIN INFORMACION
AUXILIAR GENERAL,QUELLAVECO - ALIMENTACION,44044,RENUNCIA VOLUNTARIA,44107,CESADO,M,SOLTERO(A),36193,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,VALE MISKI MAYO - HOTELERIA,44014,PERIODO PRUEBA,44044,CESADO,M,SOLTERO(A),37206,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AYUDANTE DE COCINA,ALTO MONTAÑA - ALIMENTACION,45083,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),34368,E&R,ALQUILADA,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
COCINERO,QUELLAVECO - ALIMENTACION,44158,RENUNCIA VOLUNTARIA,45200,CESADO,M,SOLTERO(A),33288,E&R,NO APLICABLE,TÉCNICA COMPLETA,ASCOPE,ASCOPE,DPTO LA LIBERTAD,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44151,RENUNCIA VOLUNTARIA,44835,CESADO,F,SOLTERO(A),34125,E&R,NO APLICABLE,SECUNDARIA COMPLETA,ETEN,CHICLAYO,DPTO LAMBAYEQUE,SIN INFORMACION
AUXILIAR DE HOTELERIA,MARSA - HOTELERIA,44743,PERIODO PRUEBA,44788,CESADO,M,SOLTERO(A),36383,E&R,ALQUILADA,TÉCNICA COMPLETA,EL PORVENIR,TRUJILLO,DPTO LA LIBERTAD,SIN INFORMACION
VAJILLERO,VALE MISKI MAYO - ALIMENTACION,44192,PERIODO PRUEBA,44228,CESADO,M,SOLTERO(A),31183,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE MANTENIMIENTO,MARSA - MANTENIMIENTO,45407,RENUNCIA VOLUNTARIA,45481,CESADO,M,SOLTERO(A),34730,E&R,FAMILIAR,TÉCNICA INCOMPLETA,LURIGANCHO,PAZ,DPTO LIMA,0
ALMACENERO,MARSA - ALMACEN CENTRAL,44743,PERIODO PRUEBA,44775,CESADO,M,CONVIVIENTE,30870,E&R,PROPIA,SECUNDARIA COMPLETA,PIURA,PIURA,DPTO PIURA,0
SUPERVISOR DE LIMPIEZA,TUNSHURUCO - HOTELERIA,43782,RENUNCIA VOLUNTARIA,44777,CESADO,M,SOLTERO(A),32422,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,SAN JUAN DE MIRAFLORES,LIMA,DPTO LIMA,0
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,45359,RENUNCIA VOLUNTARIA,45508,CESADO,F,SOLTERO(A),32548,E&R,PROPIA,SECUNDARIA COMPLETA,HUANCAYO,HUANCAYO,DPTO JUNIN,2
AUXILIAR GENERAL,HOCHSCHILD - INMACULADA,44300,RENUNCIA VOLUNTARIA,44470,CESADO,M,SOLTERO(A),32766,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,2
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44048,RENUNCIA VOLUNTARIA,44501,CESADO,F,SOLTERO(A),28229,E&R,NO APLICABLE,SECUNDARIA COMPLETA,PUNO,PUNO,DPTO PUNO,SIN INFORMACION
AUXILIAR DE ALMACEN,QUELLAVECO - ALIMENTACION,43976,TERMINO DE CONTRATO,45474,CESADO,M,SOLTERO(A),30126,E&R,NO APLICABLE,SECUNDARIA COMPLETA,MOQUEGUA,MARISCAL NIETO,DPTO MOQUEGUA,SIN INFORMACION
CHOFER,QUELLAVECO - ALIMENTACION,44126,PERIODO PRUEBA,44180,CESADO,M,SOLTERO(A),31039,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,44334,TERMINO DE CONTRATO,44986,CESADO,F,SOLTERO(A),33062,E&R,NO APLICABLE,UNIVERS. INCOMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,44946,TERMINO DE CONTRATO,44986,CESADO,M,SOLTERO(A),34405,E&R,ALQUILADA,UNIVERS. INCOMPLETA,SAN JUAN DE LURIGANCHO,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44025,RENUNCIA VOLUNTARIA,44082,CESADO,F,SOLTERO(A),25604,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
COCINERO,HUDBAY - ALIMENTACION,44796,TERMINO DE CONTRATO,45444,CESADO,M,SOLTERO(A),34722,E&R,PROPIA,SECUNDARIA COMPLETA,ATE,LIMA,DPTO LIMA,SIN INFORMACION
ASISTENTE ADMINISTRATIVO,MINSUR REFINERIA PISCO - ALIMENTACION,44081,RENUNCIA VOLUNTARIA,44158,CESADO,M,SOLTERO(A),30962,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR DE HOTELERIA,TUNSHURUCO - HOTELERIA,43165,RENUNCIA VOLUNTARIA,44842,CESADO,F,SOLTERO(A),27406,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LA OROYA,YAULI,DPTO JUNIN,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44700,TERMINO DE CONTRATO,44774,CESADO,M,SOLTERO(A),34621,E&R,PROPIA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
VAJILLERO,HUDBAY - ALIMENTACION,44889,RENUNCIA VOLUNTARIA,45047,CESADO,M,SOLTERO(A),36422,E&R,PROPIA,SECUNDARIA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE LIMPIEZA,QUELLAVECO - HOTELERIA,44553,RENUNCIA VOLUNTARIA,44652,CESADO,F,SOLTERO(A),34428,E&R,NO APLICABLE,TÉCNICA COMPLETA,CUSCO,CUSCO,DPTO CUSCO,SIN INFORMACION
AUXILIAR DE HOTELERIA,HUDBAY - HOTELERIA,45230,TERMINO DE CONTRATO,45322,CESADO,M,CONVIVIENTE,34713,E&R,ALQUILADA,SECUNDARIA COMPLETA,JULIACA,JULIACA,DPTO PUNO,1
MOZO,MILPO EL PORVENIR - ALIMENTACION,44348,PERIODO PRUEBA,44392,CESADO,F,SOLTERO(A),26205,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,4
CHOFER,TAMBOMAYO - ALIMENTACION,45421,RENUNCIA VOLUNTARIA,45505,CESADO,M,SOLTERO(A),34304,E&R,NO APLICABLE,NO APLICABLE,SACHACA,AREQUIPA,DPTO AREQUIPA,2
AUXILIAR DE HOTELERIA,QUELLAVECO - HOTELERIA,44168,PERIODO PRUEBA,44216,CESADO,F,SOLTERO(A),33970,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
AUXILIAR DE LIMPIEZA,ENEL GYD - LIMPIEZA,43497,TERMINO DE CONTRATO,44256,CESADO,F,SOLTERO(A),30829,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
SUPERVISOR DE HOTELERIA,QUELLAVECO - HOTELERIA,44112,TERMINO DE CONTRATO,44713,CESADO,F,SOLTERO(A),31131,E&R,NO APLICABLE,TÉCNICA COMPLETA,CHACHAPOYAS,CHACHAPOYAS,DPTO AMAZONAS,SIN INFORMACION
MOZO,TUNSHURUCO - ALIMENTACION,43789,TERMINO DE CONTRATO,43891,CESADO,M,SOLTERO(A),34850,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
MOZO,QUELLAVECO - ALIMENTACION,44700,RENUNCIA VOLUNTARIA,45261,CESADO,F,SOLTERO(A),34266,E&R,ALQUILADA,SECUNDARIA COMPLETA,PAUCARPATA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
MOZO,HUDBAY - ALIMENTACION,45236,PERIODO PRUEBA,45292,CESADO,M,SOLTERO(A),34856,E&R,ALQUILADA,SECUNDARIA COMPLETA,SAN SEBASTIAN,CUSCO,DPTO CUSCO,0
ASISTENTE DE COMEDOR,QUELLAVECO - ALIMENTACION,43992,TERMINO DE CONTRATO,44256,CESADO,F,SOLTERO(A),35289,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,QUELLAVECO - ALIMENTACION,44770,TERMINO DE CONTRATO,45323,CESADO,M,SOLTERO(A),35261,E&R,ALQUILADA,SECUNDARIA COMPLETA,AREQUIPA,AREQUIPA,DPTO AREQUIPA,SIN INFORMACION
VAJILLERO,PLUSPETROL L 88 - CATERING C6,43506,TERMINO DE CONTRATO,43983,CESADO,M,SOLTERO(A),35282,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,0
MOZO,NO DEFINIDO,44512,TERMINO DE CONTRATO,44621,CESADO,M,SOLTERO(A),31901,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
AUXILIAR GENERAL,EL BROCAL,44631,TERMINO DE CONTRATO,44805,CESADO,M,SOLTERO(A),35662,E&R,PROPIA,SECUNDARIA COMPLETA,PUENTE PIEDRA,LIMA,DPTO LIMA,SIN INFORMACION
CHOFER,TUNSHURUCO - ALIMENTACION,45296,RENUNCIA VOLUNTARIA,45444,CESADO,M,CONVIVIENTE,32177,E&R,NO APLICABLE,SECUNDARIA COMPLETA,CARHUAMAYO,JUNIN,DPTO JUNIN,4
AUXILIAR DE HOTELERIA,MILPO EL PORVENIR - HOTELERIA,43396,TERMINO DE CONTRATO,44409,CESADO,F,SOLTERO(A),29884,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,SIN INFORMACION
MOZO,MILPO ATACOCHA - ALIMENTACION,43357,TERMINO DE CONTRATO,44834,CESADO,F,SOLTERO(A),31154,E&R,NO APLICABLE,SECUNDARIA COMPLETA,PAUCARTAMBO,PASCO,DPTO PASCO,SIN INFORMACION
CHOFER,PAMPA MELCHORITA - ALIMENTACION,41091,RENUNCIA VOLUNTARIA,45352,CESADO,M,SOLTERO(A),30198,E&R,NO APLICABLE,SECUNDARIA COMPLETA,SAN VICENTE DE CANETE,CANETE,DPTO LIMA,2
LAVANDERO,TUNSHURUCO - HOTELERIA,44995,RENUNCIA VOLUNTARIA,45027,CESADO,F,SOLTERO(A),37463,E&R,FAMILIAR,UNIVERS. INCOMPLETA,PILCOMAYO,HUANCAYO,DPTO JUNIN,0
LAVANDERO,QUELLAVECO - HOTELERIA,44130,RENUNCIA VOLUNTARIA,44382,CESADO,F,SOLTERO(A),32976,E&R,NO APLICABLE,SECUNDARIA COMPLETA,LIMA,LIMA,DPTO LIMA,1
MOZO,TUNSHURUCO - ALIMENTACION,43887,RENUNCIA VOLUNTARIA,45108,CESADO,F,SOLTERO(A),32889,E&R,NO APLICABLE,UNIVERS. COMPLETA,CHUPACA,CHUPACA,DPTO JUNIN,SIN INFORMACION
